grid_name,module_family,workflow_role,column_count,visible_columns,hidden_columns,readonly_columns,input_or_calc_columns,headers_sample,data_props_sample,web_ui_recommendation
sorcp_machine_acts,منابع / مصالح / حمل,مصالح، ماشین‌آلات، نیروی انسانی، حمل و منبع‌یابی,7,7,0,0,3,ردیف | شرح ماشین آلات | واحد | بهای واحد | مقدار مورد نیاز | بهای کل | تعداد موجود,src_rad | src_dscr | src_unit | src_quan | src_count,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
sorcp_masaleh,منابع / مصالح / حمل,مصالح، ماشین‌آلات، نیروی انسانی، حمل و منبع‌یابی,8,8,0,2,4,ردیف | کدعامل | شرح مصالح | واحد | بهای واحد | مقدار | بهای کل | % وزنی,src_rad | src_code_amel | src_dscr | src_unit | src_quan,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
sorcp_masaleh_acts,منابع / مصالح / حمل,مصالح، ماشین‌آلات، نیروی انسانی، حمل و منبع‌یابی,7,7,0,0,4,ردیف | شرح مصالح | واحد | بهای واحد | مقدار مورد نیاز | بهای کل | % وزنی,src_rad | src_dscr | src_unit | src_quan,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
Note_63219_psn,پیشنهاد / پیمان,ثبت پیشنهاد، ضرایب پیمان و اقلام پیمان,10,10,0,0,5,عنوان دفترچه | مبلغ برآوردی با احتساب ضرایب | هزینه تجهیز برآوردی | برآوردی با ضرایب + تجهیز | مبلغ برآوردی با احتساب ضرایب | مبلغ پیشنهادی با احتساب ضرایب | هزینه تجهیز پیشنهادی | پیشنهادی با ضرایب + تجهیز | مبلغ پیشنهادی با احتساب ضرایب | ضریب پیشنهادی,fhp_abst | fhp_mb_fhsx_z | fhp_mbtj | fhp_mb_fhsx_z_mbtj | fhp_mb_totl_z | fhp_mb_fhsx_psn_z | fhp_mbtj_psn | fhp_mb_fhsx_psn_z_mbtj_psn | fhp_mb_totl_psn_z | fhp_zrib_z,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
Note_fact_nozr_psn,پیشنهاد / پیمان,ثبت پیشنهاد، ضرایب پیمان و اقلام پیمان,9,9,0,0,0,عنوان دفترچه | فهرست بها | ستاره دار | تجهیزبرآوردباضرایب | جمع برآوردی | فاکتوری برآوردی | تجهیزپیشنهادباضرایب | جمع پیشنهادی | فاکتوری پیشنهادی,fhp_abst | fhp_mbfh | fhp_mbsx | fhp_mbtj | fhp_mb_totl | fhp_mbfc | fhp_mbtj_psn | fhp_mb_totl_psn | fhp_mbfc_psn,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
Note_fact_zrib_psn,پیشنهاد / پیمان,ثبت پیشنهاد، ضرایب پیمان و اقلام پیمان,9,9,0,0,0,عنوان دفترچه | فهرست بها | ستاره دار | تجهیز برآوردی | جمع برآوردی | فاکتوری برآوردی | تجهیز پیشنهادی | جمع پیشنهادی | فاکتوری پیشنهادی,fhp_abst | fhp_mbfh_z | fhp_mbsx_z | fhp_mbtj | fhp_mb_totl_z | fhp_mbfc_z | fhp_mbtj_psn | fhp_mb_totl_psn_z | fhp_mbfc_psn_z,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
Note_list_nozr_psn,پیشنهاد / پیمان,ثبت پیشنهاد، ضرایب پیمان و اقلام پیمان,9,9,0,0,1,ردیف | عنوان دفترچه | فهرست بها | ستاره دار | تجهیزبرآوردباضرایب | جمع برآوردی | تجهیزپیشنهادباضرایب | جمع پیشنهادی | %رشد,fhp_rad | fhp_abst | fhp_mbfh | fhp_mbsx | fhp_mbtj | fhp_mb_totl | fhp_mbtj_psn | fhp_mb_totl_psn | fhp_roshd,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
Note_list_zrib_psn,پیشنهاد / پیمان,ثبت پیشنهاد، ضرایب پیمان و اقلام پیمان,9,9,0,0,1,ردیف | عنوان دفترچه | فهرست بها | ستاره دار | تجهیز برآوردی | جمع برآوردی | تجهیز پیشنهادی | جمع پیشنهادی | %رشد,fhp_rad | fhp_abst | fhp_mbfh_z | fhp_mbsx_z | fhp_mbtj | fhp_mb_totl_z | fhp_mbtj_psn | fhp_mb_totl_psn_z | fhp_roshd_z,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
Note_tdnv_nozr_psn,پیشنهاد / پیمان,ثبت پیشنهاد، ضرایب پیمان و اقلام پیمان,10,10,0,0,3,عنوان دفترچه | فهرست بها | ستاره دار | تجهیز برآوردی | جمع برآوردی کل | تجهیز پیشنهادی | جمع پیشنهادی کل - تعدیل | %رشد | شاخص مبنا | شاخص جاری,fhp_abst | fhp_mbfh | fhp_mbsx | fhp_mbtj | fhp_mb_totl | fhp_mbtj_psn | fhp_mb_totl_tdil_psn | fhp_roshd_tdil_psn | shk_pd_m | shk_pd_j,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
Note_tdnv_zrib_psn,پیشنهاد / پیمان,ثبت پیشنهاد، ضرایب پیمان و اقلام پیمان,10,10,0,0,3,عنوان دفترچه | فهرست بها | ستاره دار | تجهیز برآوردی | جمع برآوردی کل | تجهیز پیشنهادی | جمع پیشنهادی کل - تعدیل | %رشد | شاخص مبنا | شاخص جاری,fhp_abst | fhp_mbfh_z | fhp_mbsx_z | fhp_mbtj | fhp_mb_totl_z | fhp_mbtj_psn | fhp_mb_totl_tdil_psn_z | fhp_roshd_tdil_psn_z | shk_pd_m | shk_pd_j,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
Note_v4951_psn,پیشنهاد / پیمان,ثبت پیشنهاد، ضرایب پیمان و اقلام پیمان,10,10,0,0,1,عنوان دفترچه | جمع فصلها | هزینه بالاسری | هزینه تجهیز برآوردی | جمع (برآوردکل) | جمع فصلهای پیشنهادی | بالاسری پیشنهادی | هزینه تجهیز پیشنهادی | جمع (پیشنهادکل) | %رشد,fhp_abst | fhp_mb49 | fhp_mb_ovhd | fhp_mbtj | fhp_tl49 | fhp_mb49_psn | fhp_mb_ovhd_psn | fhp_mbtj_psn | fhp_tl49_psn | fhp_roshd_49,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
list_63219_psn,پیشنهاد / پیمان,ثبت پیشنهاد، ضرایب پیمان و اقلام پیمان,6,6,0,0,3,فصل | عنوان فصل | مبلغ فصل | مبلغ فصل با احتساب ضرایب | پیشنهادی پیمانکار با احتساب ضرایب | ضریب پیشنهادی جزء,mlt_nuse | mlt_name | ses_pctl | ses_pctl_z | ses_pctl_psn_z | ses_zr_roshd_z,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
list_acti_psn,پیشنهاد / پیمان,ثبت پیشنهاد، ضرایب پیمان و اقلام پیمان,15,15,0,1,4,ردیف | فعالیت | ن | کد فهرست | * | واحد | شرح مختصر | شرح کامل | ریال واحد | مقدار برآوردی | مبلغ برآوردی | بها واحد پیشنهادی,bgm_rad | bgm_coac | ity_Summ | bgm_cofh | fbh_astr_str | fbh_unit | fbh_abst | fbh_desc | fbh_pcun | bgm_quan | bgm_pcal | fbh_pcun_psn,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
list_nozr_psn,پیشنهاد / پیمان,ثبت پیشنهاد، ضرایب پیمان و اقلام پیمان,10,10,0,0,3,ردیف | فصل | عنوان فصل | فهرست بها | ستاره دار | جمع برآوردی | %وزنی | جمع پیشنهادی | %وزنی | %رشد,mlt_rad | mlt_nuse | mlt_name | ses_pcfh | ses_pcsx | ses_pctl | ses_prbv | ses_pctl_psn | ses_prbv_psn | ses_pr_roshd,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
list_psn,پیشنهاد / پیمان,ثبت پیشنهاد، ضرایب پیمان و اقلام پیمان,14,14,0,1,4,ردیف | ن | کد فهرست | * | واحد | شرح مختصر | شرح کامل | ریال واحد | مقدار برآوردی | مبلغ برآوردی | بها واحد پیشنهادی | مبلغ پیشنهادی,bgm_rad | ity_Summ | bgm_cofh | fbh_astr_str | fbh_unit | fbh_abst | fbh_desc | fbh_pcun | bgm_quan | bgm_pcal | fbh_pcun_psn | bgm_pcal_psn,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
list_shahr_acti_psn,پیشنهاد / پیمان,ثبت پیشنهاد، ضرایب پیمان و اقلام پیمان,19,17,2,0,5,"ردیف | فعالیت | کد فهرست | * | شرح مختصر | شرح کامل | واحد کار | ریال واحد | مقدار برآوردی
      a | ریال واحد مصالح
      m | ریال واحد دستمزد
      w | مجموع دربالاسری
      (u=o*a(m+w",bgm_rad | bgm_coac | bgm_cofh | fbh_astr_str | fbh_abst | fbh_desc | fbh_unit | fbh_pcun | bgm_quan | fbh_pcun_masaleh | fbh_pcun_dastmozd | bgm_pcal_shahr,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
list_shahr_psn,پیشنهاد / پیمان,ثبت پیشنهاد، ضرایب پیمان و اقلام پیمان,18,16,2,0,5,"ردیف | کد فهرست | * | شرح مختصر | شرح کامل | واحد کار | ریال واحد | مقدار برآوردی
      a | ریال واحد مصالح
      m | ریال واحد دستمزد
      w | مجموع دربالاسری
      (u=o*a(m+w | ریال واحد پیشنهادی مصالح",bgm_rad | bgm_cofh | fbh_astr_str | fbh_abst | fbh_desc | fbh_unit | fbh_pcun | bgm_quan | fbh_pcun_masaleh | fbh_pcun_dastmozd | bgm_pcal_shahr | fbh_pcun_masaleh_psn,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
list_tdnr_acti_psn,پیشنهاد / پیمان,ثبت پیشنهاد، ضرایب پیمان و اقلام پیمان,15,15,0,0,5,ردیف | فعالیت | کدفهرست | * | شرح مختصر | شرح کامل | واحد | بهای واحد | مقدار برآوردی | مبلغ برآوردی | برآوردی+تعدیل | بها واحد پیشنهادی,bgm_rad | bgm_coac | bgm_cofh | fbh_astr_str | fbh_abst | fbh_desc | fbh_unit | fbh_pcun | bgm_quan | bgm_pcal | bgm_pcal_tdil_exp | fbh_pcun_psn,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
list_tdnr_nozr_psn,پیشنهاد / پیمان,ثبت پیشنهاد، ضرایب پیمان و اقلام پیمان,11,11,0,2,5,فصل | عنوان فصل | فهرست بها + تعدیل | ستاره دار + تعدیل | جمع برآوردی + تعدیل | %وزنی | جمع پیشنهادی | %وزنی | %رشد | شاخص مبنا | شاخص جاری,mlt_nuse_nusu | mlt_name | ses_pcfh_tdil | ses_pcsx_tdil | ses_pctl_tdil | ses_prbv_tdil | ses_pctl_psn | ses_prbv_psn | ses_pr_roshd_tdil | shk_pd_m | shk_pd_j,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
list_tdnr_psn,پیشنهاد / پیمان,ثبت پیشنهاد، ضرایب پیمان و اقلام پیمان,14,14,0,0,5,ردیف | کدفهرست | * | شرح مختصر | شرح کامل | واحد | بهای واحد | مقدار برآوردی | مبلغ برآوردی | برآوردی+تعدیل | بها واحد پیشنهادی | مبلغ پیشنهادی,bgm_rad | bgm_cofh | fbh_astr_str | fbh_abst | fbh_desc | fbh_unit | fbh_pcun | bgm_quan | bgm_pcal | bgm_pcal_tdil_exp | fbh_pcun_psn | bgm_pcal_psn,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
list_tdnr_zrib_psn,پیشنهاد / پیمان,ثبت پیشنهاد، ضرایب پیمان و اقلام پیمان,11,11,0,2,5,فصل | عنوان فصل | فهرست بها + تعدیل | ستاره دار + تعدیل | جمع برآوردی + تعدیل | %وزنی | جمع پیشنهادی | %وزنی | %رشد | شاخص مبنا | شاخص جاری,mlt_nuse_nusu | mlt_name | ses_pcfh_tdil_z | ses_pcsx_tdil_z | ses_pctl_tdil_z | ses_prbv_tdil_z | ses_pctl_psn_z | ses_prbv_psn_z | ses_pr_roshd_tdil_z | shk_pd_m | shk_pd_j,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
list_tdnv_acti_psn,پیشنهاد / پیمان,ثبت پیشنهاد، ضرایب پیمان و اقلام پیمان,15,15,0,0,5,ردیف | فعالیت | کدفهرست | * | شرح مختصر | شرح کامل | واحد | بهای واحد | مقدار برآوردی | مبلغ برآوردی | بها واحد پیشنهادی | مبلغ پیشنهادی,bgm_rad | bgm_coac | bgm_cofh | fbh_astr_str | fbh_abst | fbh_desc | fbh_unit | fbh_pcun | bgm_quan | bgm_pcal | fbh_pcun_psn | bgm_pcal_psn,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
list_tdnv_nozr_psn,پیشنهاد / پیمان,ثبت پیشنهاد، ضرایب پیمان و اقلام پیمان,11,11,0,2,5,فصل | عنوان فصل | فهرست بها | ستاره دار | جمع برآوردی | %وزنی | پیشنهادی - تعدیل | %وزنی | %رشد | شاخص مبنا | شاخص جاری,mlt_nuse_nusu | mlt_name | ses_pcfh | ses_pcsx | ses_pctl | ses_prbv | ses_pctl_tdil_psn | ses_prbv_psn | ses_pr_roshd_tdil_psn | shk_pd_m | shk_pd_j,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
list_tdnv_psn,پیشنهاد / پیمان,ثبت پیشنهاد، ضرایب پیمان و اقلام پیمان,14,14,0,0,5,ردیف | کدفهرست | * | شرح مختصر | شرح کامل | واحد | بهای واحد | مقدار برآوردی | مبلغ برآوردی | بها واحد پیشنهادی | مبلغ پیشنهادی | پیشنهادی - تعدیل,bgm_rad | bgm_cofh | fbh_astr_str | fbh_abst | fbh_desc | fbh_unit | fbh_pcun | bgm_quan | bgm_pcal | fbh_pcun_psn | bgm_pcal_psn | bgm_pcal_psn_tdil_inv_exp,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
list_tdnv_zrib_psn,پیشنهاد / پیمان,ثبت پیشنهاد، ضرایب پیمان و اقلام پیمان,11,11,0,2,5,فصل | عنوان فصل | فهرست بها | ستاره دار | جمع برآوردی | %وزنی | پیشنهادی - تعدیل | %وزنی | %رشد | شاخص مبنا | شاخص جاری,mlt_nuse_nusu | mlt_name | ses_pcfh_z | ses_pcsx_z | ses_pctl_z | ses_prbv_z | ses_pctl_tdil_psn_z | ses_prbv_psn_z | ses_pr_roshd_tdil_psn_z | shk_pd_m | shk_pd_j,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
list_zrib_psn,پیشنهاد / پیمان,ثبت پیشنهاد، ضرایب پیمان و اقلام پیمان,10,10,0,0,3,ردیف | فصل | عنوان فصل | فهرست بها | ستاره دار | جمع برآوردی | %وزنی | جمع پیشنهادی | %وزنی | %رشد,mlt_rad | mlt_nuse | mlt_name | ses_pcfh_z | ses_pcsx_z | ses_pctl_z | ses_prbv_z | ses_pctl_psn_z | ses_prbv_psn_z | ses_pr_roshd_z,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
note_tdnr_nozr_psn,پیشنهاد / پیمان,ثبت پیشنهاد، ضرایب پیمان و اقلام پیمان,10,10,0,0,3,عنوان دفترچه | فهرست بها + تعدیل | ستاره دار + تعدیل | تجهیزبرآوردباضرایب | جمع برآوردی کل + تعدیل | تجهیزپیشنهادباضرایب | جمع پیشنهادی کل | %رشد | شاخص مبنا | شاخص جاری,fhp_abst | fhp_mbfh_tdil | fhp_mbsx_tdil | fhp_mbtj | fhp_mb_totl_tdil | fhp_mbtj_psn | fhp_mb_totl_psn | fhp_roshd_tdil | shk_pd_m | shk_pd_j,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
note_tdnr_zrib_psn,پیشنهاد / پیمان,ثبت پیشنهاد، ضرایب پیمان و اقلام پیمان,10,10,0,0,3,عنوان دفترچه | فهرست بها + تعدیل | ستاره دار + تعدیل | تجهیز برآوردی | جمع برآوردی کل + تعدیل | تجهیز پیشنهادی | جمع پیشنهادی کل | %رشد | شاخص مبنا | شاخص جاری,fhp_abst | fhp_mbfh_tdil_z | fhp_mbsx_tdil_z | fhp_mbtj | fhp_mb_totl_tdil_z | fhp_mbtj_psn | fhp_mb_totl_psn_z | fhp_roshd_tdil_z | shk_pd_m | shk_pd_j,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
nozooli_acti_psn,پیشنهاد / پیمان,ثبت پیشنهاد، ضرایب پیمان و اقلام پیمان,10,10,0,0,4,فهرست بهای رشته | عنوان فصل | فعالیت | 80 | شماره | * | شرح ردیف | + | بهای کل ردیف | بهای کل پیشنهادی,fhp_abst | mlt_name_and_nuse | bgm_coac | bgm_swf2 | bgm_cofh | fbh_astr_str | fbh_desc | bgm_pcaf_dscr | bgm_pcaf | bgm_pcaf_psn,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
nozooli_psn,پیشنهاد / پیمان,ثبت پیشنهاد، ضرایب پیمان و اقلام پیمان,9,9,0,0,4,فهرست بهای رشته | عنوان فصل | 80 | شماره | * | شرح ردیف | + | بهای کل ردیف | بهای کل پیشنهادی,fhp_abst | mlt_name_and_nuse | bgm_swf2 | bgm_cofh | fbh_astr_str | fbh_desc | bgm_pcaf_dscr | bgm_pcaf | bgm_pcaf_psn,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
percent65_acti_psn,پیشنهاد / پیمان,ثبت پیشنهاد، ضرایب پیمان و اقلام پیمان,12,12,0,0,7,عنوان فصل | فعالیت | شماره | * | شرح ردیف | واحد | بهای واحد | مقدار | بهای کل ردیف | %ازکل | بهای واحد پیشنهادی | بهای کل پیشنهادی,mlt_name_and_nuse | bgm_coac | bgm_cofh | fbh_astr_str | fbh_desc | fbh_unit | bgm_pcuf | bgm_quan | bgm_pcaf | bgm_przf | bgm_pcuf_psn | bgm_pcaf_psn,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
percent65_psn,پیشنهاد / پیمان,ثبت پیشنهاد، ضرایب پیمان و اقلام پیمان,11,11,0,0,7,فصل | شماره | * | شرح ردیف | واحد | بهای واحد | مقدار | بهای کل ردیف | %ازکل | بهای واحد پیشنهادی | بهای کل پیشنهادی,mlt_name_and_nuse | bgm_cofh | fbh_astr_str | fbh_desc | fbh_unit | bgm_pcuf | bgm_quan | bgm_pcaf | bgm_przf | bgm_pcuf_psn | bgm_pcaf_psn,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
v4951_psn,پیشنهاد / پیمان,ثبت پیشنهاد، ضرایب پیمان و اقلام پیمان,11,11,0,0,2,ردیف | فصل | عنوان فصل | برآوردفصل(پایه) | برآوردفصل(غیرپایه) | جمع برآوردی فصل | %وزنی | تعداد | ؟آنالیز | پیشنهادی پیمانکار | %رشد,mlt_rad | mlt_nuse | mlt_name | ses_49fh | ses_49as | ses_49tl | ses_pr49 | ses_nura | ses_nuan | ses_49tl_psn | ses_roshd49,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
zrpy_psn_astr,پیشنهاد / پیمان,ثبت پیشنهاد، ضرایب پیمان و اقلام پیمان,15,14,1,2,0,ردیف | فصل پایه | فصل | شرح فصل | تعداد زیرفصل | حاصلضرایب,mlt_rad | mlt_Prnuse | mlt_nuse | mlt_name | mlt_SubCount | mlt_sumz_s_psn | mlt_oth3_s_psn | mlt_oth2_s_psn | mlt_oth1_s_psn | mlt_ovhd_s_psn | mlt_tatb_s_psn | mlt_hard_s_psn,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
zrpy_psn_fact,پیشنهاد / پیمان,ثبت پیشنهاد، ضرایب پیمان و اقلام پیمان,15,14,1,2,0,ردیف | فصل پایه | فصل | شرح فصل | تعداد زیرفصل | حاصلضرایب,mlt_rad | mlt_Prnuse | mlt_nuse | mlt_name | mlt_SubCount | mlt_sumz_fc_psn | mlt_oth3_fc_psn | mlt_oth2_fc_psn | mlt_oth1_fc_psn | mlt_ovhd_fc_psn | mlt_tatb_fc_psn | mlt_hard_fc_psn,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
zrpy_psn_norm,پیشنهاد / پیمان,ثبت پیشنهاد، ضرایب پیمان و اقلام پیمان,15,14,1,2,0,ردیف | فصل پایه | فصل | شرح فصل | تعداد زیرفصل | حاصلضرایب,mlt_rad | mlt_Prnuse | mlt_nuse | mlt_name | mlt_SubCount | mlt_sumz_psn | mlt_oth3_psn | mlt_oth2_psn | mlt_oth1_psn | mlt_ovhd_psn | mlt_tatb_psn | mlt_hard_psn,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
